,Spearman_coef
AP1G1,0.046999617
CAMSAP1,0.046964935
PTGR1,0.04694806
SDHA,0.046942789
CKB,0.046920055
SLC15A3,0.04686816
IGFBP7,0.046856745
ZNF844,0.046758428
NSUN3,0.046745483
FSD2,0.04673677
HNRNPK,0.046723657
EMP1,0.046695663
JRK,0.046669902
MYO1F,0.04666029
CCDC84,0.046648792
CCDC85C,0.046641899
ENO2,0.046635161
RASA2,0.046607749
TLK1,0.046573056
ZDHHC6,0.046546017
C5orf22,0.046540308
LRIG3,0.046535391
VPS13B,0.04649966
METTL21B,0.046465766
PI4K2B,0.04635131
CDH2,0.046322054
CD200,0.046318103
LGALS1,0.046311897
PHYHD1,0.046311792
DTD1,0.046238344
OVCH2,0.04618382
RQCD1,0.046161279
TIMP2,0.046146188
VPS4A,0.046143169
ZNF251,0.046138839
METRNL,0.046129125
LOC100049716,0.046126837
SMPDL3B,0.046124393
SF3B2,0.046121643
CFD,0.046109757
SMCHD1,0.046062086
GJC1,0.046034684
XK,0.046031324
GPRC5A,0.046024253
CS,0.045968643
VDAC1,0.045968128
HLA-B,0.045966188
RFC3,0.045928425
DNAJC3,0.045917292
CXCL2,0.045908342
RIPK4,0.045895381
CMTM4,0.045822282
CYB5D2,0.045819223
OLIG1,0.045812341
8-Sep,0.045777012
POMGNT2,0.045754872
EPB41L5,0.045754822
TLR5,0.045690422
SGSM3,0.045630998
ANKRD24,0.045624248
RBM28,0.045621763
SKIV2L2,0.045616172
ACSL6,0.045614668
SH2D1A,0.04557433
PDCD11,0.045571702
EPB41L3,0.045548057
PDE3B,0.045524353
MRPS27,0.045482753
RPS2,0.045480098
SCN1A,0.04547436
LRP2BP,0.045471119
SLC44A1,0.045463072
C3orf18,0.045436632
AARS2,0.045404052
ARMC8,0.045363334
MLXIP,0.045321483
WWC2,0.045319022
AARS,0.045308632
BTK,0.045308436
LYPD6,0.045262953
SFTPA1,0.045262953
KDSR,0.045261496
SPR,0.045248368
FAM129A,0.045239049
POU6F1,0.045232832
CARD10,0.045194891
MUC1,0.045175745
ZSWIM8,0.045161977
GRAMD1A,0.045148273
DGKQ,0.04514508
TACO1,0.045144702
SIN3B,0.045110055
HINT3,0.045097614
THAP3,0.045090702
RAB41,0.045077373
NDUFA10,0.045065293
ZSCAN31,0.045040269
SMG9,0.045038814
PKDCC,0.045029659
ZNF746,0.045023849
TIGD4,0.045002476
SWT1,0.04497263
PCED1A,0.044944474
BTBD9,0.044938621
TEFM,0.044910512
OPN1LW,0.044874527
ADGRB2,0.044872172
TMEM182,0.044871237
WDFY3,0.044866982
KIAA0825,0.044855095
OGFOD3,0.04485454
ELOVL5,0.044850838
SMC6,0.044843562
TNS2,0.044812606
ATP1B1,0.044810991
ATP13A3,0.044765632
SLC25A23,0.044764527
C8orf58,0.044759921
NME1,0.044735856
BHLHE40,0.044701233
TP53I13,0.044691151
ICE2,0.044665189
CLPB,0.044646254
CD79A,0.044631756
TRMT1,0.044564128
SLC25A32,0.044560558
BCAR1,0.044554725
NDC1,0.04453892
AKAP13,0.04452478
FAM160B1,0.044518005
JAKMIP2,0.044448099
LXN,0.044422297
NKIRAS2,0.044417129
TNFAIP2,0.0444097
KRBOX4,0.044393713
STAG3L2,0.044384951
IPW,0.044363365
YTHDC1,0.044320035
ERO1A,0.044319752
AQP3,0.04429308
PCDH9,0.044291141
TSPAN4,0.044285035
CSRP3,0.044273873
MUT,0.044243068
CLCN6,0.044231698
GYS1,0.044222973
ORC3,0.044213822
KRT14,0.044208805
TMCO3,0.044183739
MXRA7,0.044182668
GATA6,0.04417286
TMX1,0.044110148
ZC3H18,0.044108257
ILF3,0.044055921
ZNF510,0.044040587
ATXN7L3,0.043978754
SLC4A8,0.043959068
FGR,0.043943953
IKZF2,0.043884145
SMIM19,0.043878871
PP7080,0.043878621
MED27,0.043827023
TMEM222,0.043826802
HIPK3,0.04378208
ABCD1,0.043777591
CAMSAP3,0.043773621
SPRYD3,0.043771118
SWI5,0.043729691
ABHD5,0.043728118
UHRF1BP1L,0.043721479
CYC1,0.043714493
RND2,0.043674974
VPS51,0.043666125
CLP1,0.043661859
ZNF587,0.043659432
MYOM3,0.043652386
LMO2,0.043651577
RGS16,0.043647244
ARID3B,0.043608596
NIN,0.04359985
SIDT2,0.043594731
GUCY1A2,0.04353342
ZNF619,0.043519806
RPS19BP1,0.043510869
SAMD9,0.04350157
TRIM21,0.04349317
REPIN1,0.043485281
ARNT2,0.043480685
KCTD10,0.043472258
NOLC1,0.043443361
COA4,0.043412863
HGSNAT,0.043348853
NAA50,0.04333689
FAM208A,0.043286663
PXMP4,0.043260967
ABHD2,0.043250517
THY1,0.043232776
JRKL,0.04322058
ZNF300P1,0.0431732
CANT1,0.043170094
INTS7,0.043168947
DCAF11,0.043142955
SNX21,0.043068482
C4BPB,0.043064173
RABGAP1L,0.043047833
OCIAD2,0.043040902
ZDHHC3,0.04304083
SCAF1,0.043017831
ZDHHC1,0.042969744
SYT5,0.042907945
WDR59,0.042895197
RGS7,0.042891163
MTURN,0.042873262
CLSTN3,0.042869034
COPG1,0.042848984
SNCG,0.042833078
IMPA2,0.04274139
ZNF540,0.042713265
LYST,0.042692232
GFOD2,0.042667292
FAM109B,0.042664247
TMEM144,0.042656161
SLIT1,0.042642496
CAB39,0.042636456
IL20RA,0.042634641
FBRSL1,0.042634058
ARHGAP20,0.042616135
NAGPA,0.042601371
COTL1,0.042596546
POMGNT1,0.042575595
HSPA4L,0.04256352
SFI1,0.0425572
CHD4,0.04255642
THYN1,0.042552788
HAUS4,0.042529955
GMCL1,0.042519192
VARS,0.042511401
LONP2,0.042507608
PDK3,0.042431592
APBA2,0.042424712
TM2D1,0.042417814
NKIRAS1,0.042411705
PPIC,0.042407283
HLA-A,0.042405593
NCBP1,0.042378884
TGM1,0.042374496
ZSCAN30,0.042301417
POLL,0.042299775
PTGES2,0.042299068
ATRIP,0.042259498
SPHK2,0.042251197
PANK4,0.042160541
TMEM189,0.042108843
AKR1C2,0.042059
ZNF276,0.04205514
TTK,0.042050219
OSTF1,0.042003877
EIF3A,0.041996935
C7orf49,0.0419704
RGN,0.041921244
SH3BGRL2,0.041912325
ANKRD49,0.041897045
ANKRD10,0.041879049
USP46,0.041866132
MAOA,0.0418591
POPDC2,0.041853782
PACRG,0.041837995
EDEM3,0.041766426
EXT1,0.041745034
CLUAP1,0.041743362
ZDHHC7,0.041712563
FAM169A,0.041707714
ONECUT2,0.041707542
CKM,0.041704254
TOX,0.041702471
IFT172,0.041702031
ZEB1,0.04169617
CCNJ,0.041682464
DGKI,0.041626272
RASAL1,0.04157882
SYNPO,0.041559091
SYP,0.041556871
TCEAL2,0.041550468
GALNT6,0.041544648
ACTR1B,0.041528037
ZNF664,0.041514992
ATF5,0.041496551
DNAJC11,0.04149348
FAM134C,0.041492232
RNF25,0.04145774
DOHH,0.041445767
MAPK6,0.041428598
ACKR3,0.041426268
SIDT1,0.041401835
MPZL2,0.041368576
LRP12,0.041367719
SCAPER,0.0413521
MAD2L1BP,0.041331386
C18orf21,0.041247886
TMPRSS2,0.041230128
C3,0.041217203
PPP1CC,0.041206431
NMUR1,0.041203527
ABCA1,0.041202744
USP24,0.041196322
RPAP1,0.041188135
ZCCHC24,0.041160391
C9orf156,0.041149916
C11orf1,0.04114123
CEP350,0.041137808
DDT,0.041127982
PPP2CB,0.041115121
LRIT2,0.041113092
GUK1,0.041088684
OXLD1,0.041082535
NPHP4,0.041062891
CDKN2B,0.04105159
NR2F2,0.041042269
PELI3,0.041017862
COL23A1,0.040994128
PPAPDC3,0.040958053
ATPAF2,0.040946673
TSG101,0.040927216
ATP1A1,0.040884328
ARID5A,0.040880748
APEH,0.040843101
GANAB,0.040823684
LOC101929592,0.040732838
TRAF7,0.040662074
MEGF11,0.040633081
PCK1,0.040614395
PHLDB1,0.040522203
PCDH7,0.040488262
NIPSNAP3A,0.040470261
PGAP1,0.040446171
SFPQ,0.040428484
ARMC1,0.040414696
CPEB4,0.040403451
CEP126,0.040400038
FAM13A-AS1,0.040363661
SPPL2B,0.040347518
RFX1,0.040342197
AGAP1,0.040327653
ZNF280B,0.040311532
CACNA2D2,0.04029784
KRTCAP3,0.040292311
PLBD2,0.040267976
COPZ2,0.040249997
ALKBH5,0.040234259
LRFN4,0.040219018
RMDN3,0.040210842
MRPL53,0.040168774
HPR,0.040155955
LMTK3,0.040144914
WDR70,0.040138642
GALNT3,0.040131869
LRP1,0.040114735
CCDC78,0.040091734
PMF1,0.040061619
KIAA1524,0.040055495
ZFHX4,0.040042571
UST,0.040035415
MED12L,0.040028587
NEU3,0.04000485
SPAST,0.040004581
SNX11,0.039986057
ZNF304,0.039981887
SLC40A1,0.039967485
MGEA5,0.039947407
TLCD2,0.039925479
ZBTB20,0.039919094
IDH2,0.039900564
RASA3,0.039858455
MKL1,0.0398524
SKI,0.039845739
AGAP6,0.039841659
ST3GAL6,0.039815662
DMXL2,0.039793433
RASAL3,0.039790304
SMPD1,0.039774099
EBF4,0.039730712
NRAS,0.039725634
CIT,0.039714585
KCNJ15,0.03970752
DROSHA,0.039665407
LOC642852,0.039616819
RASL12,0.039598081
P2RY10,0.039570595
SSR4,0.03956967
ST3GAL5,0.039562728
YWHAE,0.039544133
WDR62,0.039530958
FGF11,0.039511187
KCTD18,0.039501437
ZBTB8OS,0.039478214
FHOD3,0.039471693
KTN1,0.03943719
SPECC1L,0.039422806
METTL2A,0.039415716
FRMPD4,0.039402023
PHYHIP,0.039402023
GNA12,0.039393745
LOC646762,0.039390988
COPS7A,0.039382638
APLN,0.039354791
KCND3,0.039354791
LILRB5,0.039354791
TRPC6,0.039354791
CAPRIN2,0.039347324
SHARPIN,0.03933883
SPAG1,0.039324224
CDKAL1,0.039314918
DOCK11,0.03928467
NRXN3,0.039277308
LDB1,0.039257655
CACFD1,0.039250378
USP25,0.039183664
CAND1,0.039181258
TMEM165,0.039165741
RAI2,0.03913261
UACA,0.039129104
ITGA4,0.039124448
L3MBTL1,0.039091287
RPA1,0.039072858
NENF,0.039054175
TSEN34,0.039053678
SLC1A3,0.03905344
CD47,0.039042258
PKN1,0.03903114
METTL23,0.039013685
GIT2,0.038964664
DCTN3,0.038890498
PBX1,0.038871745
LDHA,0.038862518
MGRN1,0.038825136
NUS1,0.03877427
PSIP1,0.038770312
LAMP1,0.038768004
PIGR,0.038734643
SPRYD4,0.0387305
PCYOX1,0.03871777
CNTRL,0.038677647
PEX10,0.03867475
OGDHL,0.038630928
PRKAR2A,0.038628373
ATP7A,0.038622165
PRKCDBP,0.038607638
LAMC2,0.038586851
ATXN7L3B,0.038567531
RNF24,0.038519879
VAT1,0.03848892
SEMA4A,0.038484051
RAB21,0.038454911
HGD,0.038453992
IL1B,0.038448618
RNF208,0.038385475
PPIP5K2,0.038378516
SLAMF8,0.038307368
EEF1D,0.038305489
BLOC1S6,0.038285932
FOXK1,0.038285382
KLHL12,0.038282729
NOS3,0.03824815
DPH5,0.038246001
CCDC121,0.038231506
VPS45,0.038229346
PTRH2,0.03819997
SPEG,0.038195347
ISY1,0.038194562
DSCR3,0.038185277
NDUFA2,0.038170753
AMPD2,0.038165723
TECPR2,0.038162859
FOXO1,0.038148472
CDH5,0.038134698
LOX,0.038119713
BRD9,0.038113377
COL5A1,0.038109557
NLE1,0.038068659
PPT1,0.038041717
ARHGEF6,0.038033318
ZNF818P,0.03800055
RNF213,0.037989816
TMEM150A,0.037955033
FRMD4B,0.03795016
KLC2,0.037944343
MAML1,0.037892269
ROM1,0.037856808
ATP6V0A1,0.037804447
CIB2,0.037799736
TMEM184C,0.037776324
LLGL1,0.037721681
CNOT7,0.03765085
PPCS,0.037642956
LDB3,0.037632513
PACRGL,0.037613117
PLXNB3,0.037597291
CROCCP3,0.037592667
PPAP2C,0.037583971
PSMD2,0.037558441
SNX18,0.037525997
DENR,0.037515929
ST14,0.037505157
MLLT10,0.037501534
GPR85,0.037491884
SYDE1,0.037453108
EFNA5,0.03743731
ZNF440,0.037430908
MTHFR,0.037404685
CHM,0.037397012
L3MBTL2,0.037383493
ZNF691,0.037357955
KANSL1L,0.037351659
TMOD2,0.03733266
TFPI,0.037307779
ASNS,0.037307008
BCL6B,0.037299507
USP51,0.037288943
CCDC141,0.037244991
RSPH4A,0.037244986
GTPBP8,0.037243442
FGFR1OP,0.037220125
SMIM24,0.037220116
KIFAP3,0.037204685
NEIL1,0.03719791
OGG1,0.037176568
SLC25A20,0.037171088
PIK3CD,0.037153174
PAIP2B,0.037149968
NUPR1,0.037147558
ACSBG1,0.037116137
IL1RN,0.037087168
UNC13D,0.037064108
SLC26A6,0.037000104
ZNF480,0.036975533
PNKD,0.03693283
RBKS,0.036903237
SUV420H2,0.036878224
LOC730102,0.036868769
RNF182,0.036868769
S1PR3,0.036859224
ZNF318,0.036843581
PIN1,0.036842264
SDHAF1,0.036838932
SLC39A14,0.03680837
NIPAL2,0.036778865
SPNS1,0.036776496
NOL12,0.036764143
PIBF1,0.036750674
FGF1,0.03674814
IGHMBP2,0.036735623
CD74,0.036725698
TM2D2,0.036711812
ELP6,0.036707875
HPS6,0.036706127
MBNL2,0.036652187
ARL1,0.036648382
NFKB2,0.036640638
DNAJC21,0.036634909
AP3B1,0.036558494
TK2,0.036541911
MSN,0.036533905
ACADVL,0.036491422
MYD88,0.036488231
NUP160,0.036440225
SNAP47,0.036427356
CCDC69,0.036411887
ATP6V0E1,0.03640497
USP1,0.036356426
CNOT3,0.036335261
CLTB,0.036323203
DPP10,0.03631747
MAP4K1,0.036286787
AURKB,0.036224607
FADD,0.036217742
ABHD17C,0.036198886
IQCG,0.036196822
DDX54,0.036190411
BNC2,0.036175974
EP400,0.036153088
NPNT,0.036117904
SORCS1,0.036092094
GDF11,0.036090617
PGAM1,0.036082009
FBLN2,0.03608119
RBMX2,0.036074516
CRELD2,0.036062162
ABHD15,0.036054447
NIF3L1,0.036032361
ERP29,0.035969636
MTCH2,0.035957417
YIPF2,0.035950547
RBM33,0.03594741
ARHGAP31,0.03590794
NEK2,0.035907863
MEF2C,0.035900885
ZNF174,0.035862021
RNF166,0.035846573
TRAPPC5,0.035801947
ZNF7,0.035784981
RAI1,0.035777781
PHF24,0.035772205
APPBP2,0.035757507
PSMA5,0.035724592
SPSB1,0.035713097
DNHD1,0.035708295
LSAMP,0.035683753
TMEM35,0.035681258
HIP1R,0.035672086
OPN1SW,0.03566874
AXL,0.03566713
OIP5-AS1,0.035602696
CSTF2T,0.035600119
ARHGAP28,0.035571271
CCDC37,0.03556458
DNASE1L1,0.035537089
ZNF623,0.035487275
MAZ,0.035487223
RSC1A1,0.035473862
LSP1,0.035471604
MSRB1,0.035455153
RIMS3,0.035433877
TBCD,0.035431645
SORD,0.035354365
HMGXB3,0.035334446
CAMK4,0.035325781
NFYA,0.035306539
EIF4G3,0.035300565
ZNF37A,0.035283897
MYL6B,0.035281409
NPEPPS,0.035273112
KIF11,0.035270334
SCARF2,0.035254916
ZNF136,0.035216649
RPS18,0.035202583
PLEKHB1,0.035196017
EMILIN1,0.035175311
HOPX,0.035124559
KLHDC2,0.035083957
KIAA0195,0.035082894
PPA2,0.035063822
FIZ1,0.035012037
GFM2,0.035011072
MCEE,0.035001821
FAM98A,0.034996781
TRIM39,0.034985751
CCDC9,0.034940679
SMIM3,0.034939037
MAB21L1,0.034884026
AXIN2,0.034806485
PEAR1,0.034795457
MURC,0.034778208
DDX39A,0.034777882
TNNT3,0.034771793
ANKRD9,0.034769318
DPP9,0.034767705
VTI1B,0.034765194
CACNA1F,0.034747511
FAM134A,0.034721107
RAD50,0.034705268
IRF6,0.034663685
FAM65A,0.034658295
RPS3,0.03464481
RARS2,0.034637967
DDX41,0.034604944
VTI1A,0.034602172
B3GAT3,0.03459421
BAZ1A,0.034565847
HELQ,0.034556109
URB1,0.034556079
LDLRAD1,0.034555715
MYO6,0.034542422
ARID2,0.034517034
PLXNB1,0.03449945
GABBR2,0.034499238
PIM1,0.034494337
CYP1B1,0.034493325
CALU,0.034492282
TNRC6A,0.034474679
PRKRIR,0.034423418
IFT27,0.034410968
UNC119B,0.034402275
ETFDH,0.03439421
NPTX1,0.034390705
NYNRIN,0.034309993
KIF20A,0.034265865
AGFG1,0.034234646
RNF146,0.034206171
DDA1,0.034198998
KRT23,0.034198949
ZFP14,0.034190279
ZNF721,0.034145152
PRF1,0.034137344
HNRNPF,0.034042681
COQ7,0.034021837
ZMYM2,0.034016235
ZNF16,0.034011552
CBX7,0.034009495
CETN3,0.034008054
ANKRD17,0.034003068
RPS19,0.033979575
GPC6,0.033969194
ATP6AP2,0.033903842
APOL4,0.033867513
TRAF3IP1,0.033830525
PRDX5,0.033828047
C1orf112,0.033810797
SH3YL1,0.033807271
GSK3A,0.03378616
ECD,0.033784347
COLCA1,0.033771096
PODN,0.033759262
TGFB3,0.033757095
USP4,0.033714651
ANKRD13D,0.03370183
CNKSR2,0.033657176
USP32,0.033593104
CTSK,0.033584736
SART3,0.033568051
ZBTB18,0.033552404
RRAGC,0.033531388
DALRD3,0.033488402
SCLT1,0.033467364
EPB41,0.033466865
EBLN3,0.033436694
AGMAT,0.033433017
MNS1,0.03341802
CPEB1,0.033411964
ASUN,0.03340999
HIST1H2AC,0.033404363
STXBP4,0.033395694
EVA1C,0.033391555
CHEK2,0.033387753
VIT,0.033356185
BCAN,0.033305113
MFNG,0.03327824
TRIOBP,0.033225011
NR2C2,0.033196218
C11orf63,0.033143683
C19orf52,0.033132412
PMP22,0.033121192
TMEM50A,0.033116145
ADCK2,0.033112935
WRNIP1,0.033090254
SETD5,0.033081614
ABCA11P,0.033067254
LRRC39,0.033064323
AP5M1,0.033031972
EFHD1,0.03302241
TOMM40,0.033020356
SBSN,0.033015911
MBNL1-AS1,0.033012253
DICER1-AS1,0.032983756
SPIN1,0.032977797
AGAP3,0.032965441
NDUFA4L2,0.032960113
SIK3,0.032942733
KCNA2,0.032939733
DNAJC27,0.032929094
RNF40,0.032919
KLF10,0.032914507
ESRRB,0.032894234
LRRC58,0.032834894
WBP1L,0.032825937
ZNF512,0.032805483
CSRNP1,0.032789926
LOC644285,0.032783649
RIT1,0.032780305
MYBPC3,0.032769084
PPFIA1,0.032735904
ZNF736,0.032659723
ARIH2,0.032624926
PCDH18,0.032618017
DLST,0.032605631
ANKS1A,0.032549504
MAP4K3,0.032546734
CYB5B,0.032519881
GCLM,0.032510808
TESC,0.032491358
EZH1,0.032478578
CA1,0.032444765
NECAP1,0.03241578
AGT,0.032382666
MBD2,0.032318735
SPATA5,0.032290736
MRAP2,0.032266659
XRN2,0.032260666
FHL2,0.032247673
RNF41,0.032247471
IL16,0.032228172
LRRN1,0.03222078
SPEF2,0.032220036
ERGIC2,0.032210178
DUS2,0.032189663
GPR137C,0.032188745
SWAP70,0.032184793
TMCO6,0.032166193
MSANTD4,0.032165326
GAB3,0.032138356
HLA-DQA2,0.032109997
CCP110,0.03210683
CEL,0.032081386
XAB2,0.03205985
USP5,0.032056843
MFSD2A,0.03205242
RTN4R,0.032016732
PIWIL1,0.031977774
TMEM55B,0.031933694
ARRB1,0.031927102
STAT5A,0.031903532
LARGE,0.031903171
CCDC42B,0.031898665
TMEM132A,0.031892849
RAPGEF4,0.031869252
IMP4,0.031853942
KIAA0430,0.031851729
ZNF484,0.031842689
MDGA2,0.031818511
UGT2B4,0.031809011
CD46,0.031711352
SYTL4,0.031702349
LOC103611081,0.031687125
APBB3,0.031681308
TMEM67,0.031628668
LRFN5,0.031597564
ASF1A,0.031591467
MKNK1,0.031568378
FANCL,0.031558885
PER2,0.031541376
RAPGEF3,0.03154102
U2AF2,0.031534055
TRABD,0.031501747
LRRC37A4P,0.031499155
C6orf203,0.031479384
GNAO1,0.031472686
CELF1,0.03145718
TTC3,0.031454279
AZI2,0.031429657
TPD52L1,0.031429136
CMIP,0.031418764
IL13RA1,0.031413686
NAT10,0.031413443
NRM,0.031387598
THAP11,0.031371438
CTNS,0.031327095
WISP1,0.031307663
TRIM16,0.031279994
IL4R,0.031261787
MAPK8IP2,0.031254063
TMEM69,0.031250399
TYW5,0.031228258
PPM1K,0.03121203
NFIC,0.03120881
RUFY2,0.03120559
PEX5,0.031198923
BCLAF1,0.031181218
B3GNT9,0.031163453
ADGRD1,0.031154293
FAM217B,0.03111601
SECISBP2,0.031115694
DHX8,0.031112388
CAP2,0.031099389
NTNG1,0.031092344
SCN4A,0.031075785
USP36,0.031029382
SMCO1,0.031017063
CLNS1A,0.031014773
GPRC5B,0.031011126
MGLL,0.030999527
PFDN5,0.030988544
CD2AP,0.030979164
ITSN1,0.030968105
RPS9,0.030939227
SIPA1L2,0.030868242
PDZK1IP1,0.030865054
KIAA1804,0.030827064
P3H2,0.0307638
MIR210HG,0.030759808
CRIM1,0.030758548
CLIP1,0.030694761
SAP30,0.030676416
ASMTL-AS1,0.030664007
QPRT,0.030630372
HEXA,0.030613456
DMKN,0.030596625
KIAA1211L,0.030588053
FAM220A,0.03055528
ARMC7,0.030553774
ADAM28,0.030516869
DIAPH2,0.030512067
CCT6A,0.030512022
ZNF384,0.030485261
KDM3A,0.03047532
NRSN1,0.030474067
IPO5P1,0.030468887
UQCRC1,0.030454518
SLC2A12,0.030437704
ATP2B3,0.030435227
LOC646214,0.03042079
MYNN,0.030383048
HERPUD2,0.030375887
UROD,0.030370767
SYNCRIP,0.030349086
RAD1,0.030347741
TRIM52-AS1,0.030336087
SLC15A4,0.030327953
SAV1,0.030314287
BTNL9,0.030308241
DHRS9,0.030308047
RBMS3,0.030304217
PEBP1,0.03030209
NADK2,0.030298414
SEMA7A,0.030286935
SCYL1,0.030280166
UBA1,0.030214676
EPHA3,0.030211419
MED21,0.030126725
PATZ1,0.030126005
SLC2A13,0.030108634
RSU1,0.0300912
MIR21,0.030062832
SF3B1,0.030060814
FKBP15,0.030047679
NCOR1,0.030021443
SEC61A1,0.030021076
SMIM12,0.030020202
PELP1,0.03000538
ADIPOR2,0.030000522
HSF1,0.029987291
PCDH20,0.029973094
ZFYVE27,0.029966291
ZNF404,0.029956732
G6PD,0.029931902
MEF2D,0.029919315
PRTG,0.029914639
PAQR8,0.029893053
DYRK1A,0.029858637
BASP1,0.029830261
GNAZ,0.029787869
CSNK1G2,0.02975921
RMND5A,0.029720509
ANXA3,0.02970603
PRRT3,0.029686144
ZNF845,0.029637619
NDE1,0.029630368
SLC37A3,0.029616423
MAGI2,0.029613239
KCTD6,0.029604354
AMIGO1,0.02959685
SFXN2,0.029595961
ZNF354B,0.02956806
AP2B1,0.029563893
FGF7,0.029551518
ZNF320,0.029502987
HCG11,0.029485584
CDC42BPG,0.029481772
SART1,0.029473964
PRRC2C,0.029446474
CSGALNACT1,0.029445518
FAM21C,0.029444525
GSTA1,0.029443877
SAMD1,0.02941237
CALCRL,0.029372553
NUCB1,0.029359633
MAK16,0.029341737
UNC45A,0.029340205
TEAD2,0.029319666
MTERF1,0.029297023
MICAL3,0.029272618
USP8,0.029254724
BBS1,0.029217284
AP5B1,0.0292109
FNBP1L,0.029206619
LINC00476,0.02920619
CCL5,0.029187528
TAF5L,0.029179158
R3HDM2,0.029162832
STRN3,0.029102164
RAVER2,0.029092251
ZFHX3,0.029076206
ACAD9,0.029054967
FXR2,0.029029531
CDHR3,0.029021281
GOLT1B,0.029020244
FADS1,0.028986273
FAM107A,0.028972786
HK1,0.028968534
UBAP2L,0.028942412
CFAP47,0.028936058
RXRA,0.028933624
UTP15,0.028873463
PLCH1,0.028853564
KAT7,0.028843849
PHF10,0.028801383
DPYD,0.028794137
PELI2,0.028792035
INPP4A,0.028791423
KDM1A,0.028782341
ARMC6,0.028778889
KIAA0754,0.028755486
NEMF,0.028743005
PRKAR1B,0.028711727
TKFC,0.028679045
DDB1,0.028670658
LTBP2,0.028665873
ATAD2,0.028660547
ELOVL6,0.028636947
MYH7B,0.028599509
GTPBP3,0.028564607
DYNC1LI2,0.028548137
LINC00674,0.028533301
GLTSCR2,0.028530891
SLC8A1,0.028476378
STC2,0.028457017
DCAF17,0.028437132
CNTNAP1,0.028426152
SMOC2,0.02841605
VOPP1,0.028411337
CEP192,0.028390879
LARS2,0.02838207
TMEM14C,0.028361187
CNOT6L,0.028274451
GATB,0.028274061
MFN2,0.028225822
ALKBH6,0.028187559
JAM2,0.028184229
PAPSS2,0.028171159
ITIH1,0.028146496
PTPMT1,0.028144897
CHCHD10,0.028139686
GGA1,0.028131478
MORC4,0.028117775
RGMB,0.028094257
PDP2,0.028088115
SLC16A3,0.02808636
ATAD1,0.028075406
MICU1,0.02807456
DRG2,0.028072932
LMNA,0.028066854
EBF2,0.02804216
RFC2,0.027999624
RAB6A,0.027955163
FASTKD1,0.027941659
RAX2,0.027911889
PSMG3,0.02788612
MYSM1,0.027872183
ZNF236,0.02786964
DLG1,0.027864881
LACTB2,0.027849955
PEX11B,0.027829891
TTC31,0.027792682
IPO13,0.02778485
KIAA0513,0.02775862
RBBP5,0.027727514
ZNF267,0.027705051
SHROOM2,0.027658308
GSTZ1,0.027636341
AHCTF1,0.027620199
GSR,0.027599156
DACH1,0.027579968
KANK3,0.027562394
ZFC3H1,0.027539182
MPND,0.027513559
HNRNPU-AS1,0.027440744
OTUD6B,0.027435377
PPP1R3F,0.027433551
USP12,0.027429988
TMEM220,0.027406423
SPIN3,0.027406049
PDZD8,0.027392686
SLC38A10,0.027377281
SREK1,0.027374826
YRDC,0.027356968
RASSF7,0.027339697
MEA1,0.027297346
DMXL1,0.027266476
KCTD5,0.027208655
SERAC1,0.027178139
ZNF609,0.027128751
PPP1R37,0.027106767
TARS2,0.027095409
CRKL,0.027080782
ABCB11,0.027067639
WDR24,0.027065848
KIF14,0.027046863
SPON2,0.027024873
COG7,0.026982059
COQ2,0.026958101
DVL3,0.0269418
SLFN5,0.026891676
FAM212B,0.026841879
KDM3B,0.026821839
SCN2B,0.026820377
TSR1,0.026806468
MCPH1,0.026788664
REPS1,0.026764197
COL4A6,0.026727033
CDC27,0.026656929
RBCK1,0.026641686
MRPL4,0.026610297
EIF2S3,0.02660774
TMEM45A,0.026570689
TACC3,0.026505805
TNS3,0.02650015
DTX3,0.026430726
HEPH,0.026419393
CLASP2,0.026414821
TMEM127,0.026333857
RUNDC3B,0.026323276
SCPEP1,0.026317427
MAGOHB,0.026293615
KIAA1107,0.026284964
SLC6A8,0.026259122
POLR2J,0.026251643
MINA,0.026243908
SPINT1,0.026231952
SUV39H1,0.02621639
C19orf70,0.026205394
PPP1R16B,0.026176026
ST8SIA4,0.02617299
LRRC14,0.026156208
C1orf50,0.026059448
CMAS,0.026052037
SLC8B1,0.026047478
ACSL5,0.026045782
MREG,0.026045089
RAB23,0.026022096
CNN2,0.02600497
FAM221A,0.026003474
PPP1R13B,0.025994081
TTYH3,0.02597367
BMP3,0.025963765
PVALB,0.025962804
SYTL2,0.025883333
NFKBIE,0.025870132
SPIDR,0.025867369
CRABP2,0.025866217
MAD2L2,0.02583447
ZNF180,0.025826525
TNFAIP1,0.025804902
C19orf12,0.0257821
MAML3,0.025754971
TRIM25,0.025741745
AK3,0.025725897
DET1,0.025648414
MECR,0.02564561
GNPDA1,0.02562728
MICAL2,0.025610102
RYK,0.025604187
SDHD,0.025594143
VPS52,0.025588517
LOXL1,0.025580241
CBX2,0.025569065
ZNF383,0.025557611
CEP44,0.025540864
SMC5,0.025534567
SYNGR2,0.02553311
HLCS,0.025523616
PIFO,0.025522128
